"personal_id","Disease_1","Disease_2","Disease_3","Disease_4","Disease_5","Disease_6","Disease_7","Disease_8","Disease_9","Disease_10","Status"
"680720-2130298",0,1,1,0,1,1,0,1,0,1,"equal"
"601116-2474963",0,0,0,1,1,0,1,1,1,1,"equal"
"541228-4930799",1,0,1,1,0,0,0,0,1,1,"equal"
"791028-1054165",1,1,0,1,0,1,1,0,0,0,"equal"
"760317-1269150",1,0,0,0,1,1,1,1,1,0,"equal"
"520613-1861468",0,1,0,1,1,0,0,0,0,1,"equal"
"520211-2461672",1,1,1,1,1,0,1,0,1,1,"equal"
"710221-3069197",1,1,1,1,0,1,1,1,0,0,"equal"
"790711-3864141",0,1,0,1,1,0,0,1,1,1,"equal"
"751125-2083750",0,1,1,1,0,1,0,1,1,1,"equal"
"660412-4057888",1,0,1,1,1,1,1,1,1,1,"equal"
"710701-2818890",1,1,0,1,1,0,1,1,0,1,"equal"
"901022-4241961",0,0,0,1,0,1,1,0,1,0,"equal"
"911219-3106769",1,1,0,1,1,1,0,1,0,1,"equal"
"530809-3923598",1,1,0,0,1,0,1,0,1,0,"equal"
"980513-2051366",1,0,0,0,1,1,1,0,0,1,"equal"
"890411-1817050",0,0,1,1,1,1,1,1,1,0,"equal"
"510607-2482409",0,0,0,0,1,1,0,0,0,1,"equal"
"920412-4927878",1,1,0,1,0,0,1,1,1,1,"equal"
"990303-2757588",0,1,0,1,1,0,0,1,1,0,"equal"
"700910-1609842",1,1,0,0,1,0,1,1,0,0,"equal"
"930922-2725254",0,0,0,0,0,1,1,0,0,0,"equal"
"910609-2709379",1,1,1,0,0,0,0,0,1,1,"equal"
"861011-1637206",0,1,1,0,0,1,0,1,1,0,"equal"
"821020-2124226",1,0,0,1,0,1,0,0,1,0,"equal"
"760423-3349956",1,0,0,1,1,0,1,0,0,1,"equal"
"950724-3841386",0,1,0,1,1,1,0,1,0,0,"equal"
"890403-2904947",1,1,0,0,1,1,1,0,1,1,"equal"
"870327-2605087",1,0,0,0,1,1,1,1,1,0,"equal"
"651014-1585902",0,0,1,0,1,0,0,0,0,1,"equal"
"750728-2324132",1,0,0,1,1,0,1,1,1,1,"equal"
"691016-1714714",0,0,1,0,1,0,0,1,0,0,"equal"
"650922-2786277",1,0,1,1,1,1,0,1,0,1,"equal"
"700320-3936271",0,0,0,0,1,0,1,1,0,0,"equal"
"740315-4807564",1,1,0,0,1,1,1,1,1,1,"equal"
"520618-3165961",1,0,1,0,1,0,0,0,1,0,"equal"
"650527-4232297",1,1,1,1,0,1,1,1,1,1,"equal"
"550701-4217665",0,0,1,1,0,1,0,0,1,1,"equal"
"860226-3470437",1,1,1,0,1,1,1,0,0,0,"equal"
"680618-4491047",1,1,1,1,0,1,1,0,1,0,"equal"
"790704-3225621",0,1,0,0,1,0,1,1,1,1,"equal"
"681010-2506973",0,1,1,0,0,1,0,0,0,1,"equal"
"860205-1451286",0,1,1,0,0,1,1,0,1,0,"equal"
"840303-4075209",1,1,1,1,0,0,1,1,0,1,"equal"
"800205-3549475",0,1,1,1,0,0,0,1,1,0,"equal"
"960918-1103273",0,0,1,0,0,0,1,1,0,1,"equal"
"951108-4170321",0,0,1,1,0,0,0,1,0,0,"equal"
"931023-4128810",0,1,1,1,1,1,0,0,1,0,"equal"
"710711-1904233",0,1,0,1,1,1,0,1,0,0,"equal"
"980619-1347953",0,0,1,1,0,0,0,1,1,0,"equal"
"720526-3401829",0,0,0,0,0,1,0,0,1,1,"equal"
"870713-2377202",1,1,0,0,1,0,1,1,0,0,"equal"
"731203-1465018",1,1,0,1,0,1,1,1,0,1,"equal"
"980821-4519723",1,1,0,1,0,0,1,0,1,1,"equal"
"760516-1848332",1,0,0,1,1,1,1,0,1,0,"equal"
"800104-4938582",1,1,0,1,1,0,0,0,0,0,"equal"
"570717-2312304",0,1,0,0,0,1,1,1,0,1,"equal"
"990216-4692970",1,0,0,0,0,0,1,0,1,0,"equal"
"541226-3265882",1,1,0,0,1,1,1,1,1,0,"equal"
"841012-4832551",1,0,0,0,1,0,1,1,0,0,"equal"
"581011-2064331",0,0,0,0,0,0,1,0,0,1,"equal"
"841111-1943375",0,1,1,0,1,1,1,0,1,1,"equal"
"760510-4173911",1,0,1,0,1,1,0,1,1,0,"equal"
"960516-2500315",0,0,0,0,0,1,1,0,0,0,"equal"
"850527-3042489",1,0,0,0,1,0,0,0,1,1,"equal"
"790721-2886129",1,0,0,1,1,0,0,1,0,1,"equal"
"900310-4104476",1,1,0,0,1,1,0,0,0,1,"equal"
"870804-3340279",1,0,0,0,0,1,1,0,0,0,"equal"
"911126-1303627",0,1,0,0,0,1,1,1,1,0,"equal"
"560902-3734306",1,1,1,0,1,0,0,0,0,1,"equal"
"730601-3322370",1,0,0,0,1,0,0,1,0,1,"equal"
"610715-4057895",0,0,0,0,1,0,1,0,0,1,"equal"
"800916-4688927",1,1,0,1,1,1,0,1,1,1,"equal"
"980728-3246946",1,1,1,0,0,1,1,1,1,0,"equal"
"800406-2218298",1,0,1,0,0,1,1,0,1,1,"equal"
"740923-1946546",1,0,0,1,0,1,1,0,1,0,"equal"
"561228-1684950",0,0,0,0,0,1,0,0,0,1,"equal"
"810716-1147654",0,0,1,1,1,0,1,1,0,0,"equal"
"610717-1603270",1,1,0,1,1,0,1,1,0,1,"equal"
"820418-4467801",1,1,1,1,1,1,1,0,0,0,"equal"
"930419-1291143",0,0,1,0,0,0,1,0,0,1,"equal"
"660216-3995468",1,1,1,1,0,0,1,1,0,1,"equal"
"710519-2885827",0,1,0,0,0,0,1,1,1,0,"equal"
"511103-1099085",0,1,0,0,0,1,1,1,0,0,"equal"
"750423-1588065",0,0,0,0,1,0,0,0,0,1,"equal"
"801215-3011246",1,1,1,0,0,0,0,1,0,1,"equal"
"541205-3713626",1,0,1,1,0,1,1,1,1,0,"equal"
"531012-3900852",0,1,0,0,0,0,0,1,1,1,"equal"
"571126-1532495",0,0,0,1,1,0,1,1,1,0,"equal"
"851206-2106183",0,0,0,1,1,1,0,1,1,1,"equal"
"780827-1142388",0,0,0,0,1,1,1,0,1,0,"equal"
"971007-3370694",1,1,1,1,1,1,1,1,1,1,"equal"
"710119-1835778",1,0,1,1,1,0,0,1,0,0,"equal"
"771213-4776426",1,1,1,0,0,0,1,0,1,0,"equal"
"830128-1324039",0,0,0,0,0,1,1,0,0,1,"equal"
"820710-1173142",0,1,1,1,0,1,0,1,1,0,"equal"
"920301-1586722",0,0,1,1,0,1,1,0,0,1,"equal"
"710222-1199821",0,0,0,1,0,0,0,1,1,0,"equal"
"710824-3738988",1,0,1,0,1,0,0,0,1,0,"equal"
"861123-2104618",1,1,0,0,0,0,0,0,1,1,"equal"
"920904-2904290",0,0,1,1,1,1,0,1,1,0,"equal"
"570217-4565380",1,1,0,0,1,1,0,0,1,1,"equal"
"671220-3297199",0,1,1,1,0,1,0,1,1,0,"equal"
"881102-1705480",1,0,1,1,0,1,0,1,1,0,"equal"
"961208-3536828",0,0,1,1,0,1,1,1,0,1,"equal"
"980316-1396814",1,0,0,0,1,0,1,1,1,0,"equal"
"940410-4592723",1,0,0,1,1,0,1,0,1,1,"equal"
"750612-3138466",1,0,1,0,1,1,0,1,0,1,"equal"
"520422-4232062",1,1,1,1,1,1,1,0,0,0,"equal"
"520123-2287221",0,0,1,1,1,1,1,1,1,0,"equal"
"520227-2297695",1,1,0,1,1,1,0,1,0,0,"equal"
"810517-2403709",1,1,0,0,1,0,0,1,1,1,"equal"
"591223-3217640",0,1,0,1,0,1,0,1,0,0,"equal"
"820502-4820756",0,1,0,0,1,0,0,1,1,0,"equal"
"860402-1652850",1,1,0,1,0,0,1,0,0,1,"equal"
"821203-1590091",0,0,1,1,0,1,1,0,0,1,"equal"
"801205-4923199",1,1,1,1,0,1,0,0,1,0,"equal"
"821112-1626936",0,1,1,1,1,1,1,1,0,0,"equal"
"671001-4138138",0,1,0,0,0,1,0,1,0,1,"equal"
"900919-2567595",0,0,1,1,1,1,0,0,1,1,"equal"
"840121-3179834",0,0,1,1,1,0,0,0,0,1,"equal"
"950106-4839989",0,0,0,1,1,0,1,0,1,1,"equal"
"620307-1613957",1,0,0,1,0,0,0,1,1,0,"equal"
"930303-4258588",1,1,0,1,0,0,1,1,0,0,"equal"
"570313-4421231",1,1,1,0,1,1,0,1,1,1,"equal"
"641127-4570655",0,0,0,0,1,1,1,0,1,1,"equal"
"680621-3327244",0,1,1,1,1,0,0,0,0,1,"equal"
"540114-1840843",0,1,1,0,0,1,0,0,1,1,"equal"
"870727-4008679",1,0,0,1,1,0,0,1,1,0,"equal"
"850302-1779422",1,1,0,1,1,1,0,1,1,1,"equal"
"910527-3386175",1,1,1,1,0,1,1,0,0,1,"equal"
"730204-2866951",1,0,0,0,0,1,1,1,1,1,"equal"
"560711-3179987",0,0,0,1,1,0,1,0,0,1,"equal"
"980314-4079001",1,1,0,1,0,1,0,0,0,0,"equal"
"670214-2859992",0,1,0,1,1,1,1,0,1,1,"equal"
"651004-4035402",1,1,0,0,0,0,1,0,0,0,"equal"
"680102-1597849",0,1,0,0,1,1,0,1,0,1,"equal"
"860714-2209643",0,0,1,1,0,1,0,1,1,0,"equal"
"880621-1148994",0,0,0,1,1,0,1,1,1,0,"equal"
"660318-1220723",0,1,1,0,1,1,1,0,1,1,"equal"
"951122-2065448",1,0,0,1,0,0,1,0,1,0,"equal"
"910908-1376777",1,1,1,1,0,1,0,1,0,0,"equal"
"770821-3584618",0,0,0,0,1,1,0,1,1,0,"equal"
"850601-1937640",0,1,1,0,0,1,1,1,1,0,"equal"
"690222-2757014",0,0,1,1,0,0,1,1,0,1,"equal"
"761201-1913794",1,0,1,1,1,1,0,0,1,1,"equal"
"751121-1121806",1,1,0,0,0,1,1,0,1,1,"equal"
"630208-4665926",0,1,1,0,1,0,1,1,1,1,"equal"
"880611-1654485",1,1,1,1,1,0,0,0,1,1,"equal"
"620318-4426330",0,0,1,1,0,0,1,1,0,1,"equal"
"750301-2804718",1,1,1,0,1,0,0,0,0,0,"equal"
"650721-3394009",0,1,1,0,1,1,0,0,0,1,"equal"
"901021-2183889",0,0,1,0,0,1,1,1,0,0,"equal"
"500109-1261407",1,0,0,0,0,0,0,1,1,0,"equal"
"961109-2187181",1,0,0,1,1,0,1,1,1,1,"equal"
"531002-4358804",1,1,1,0,1,0,0,1,0,0,"equal"
"790404-2792724",0,0,1,1,1,0,1,0,1,0,"equal"
"880204-1843775",0,0,0,0,0,1,1,0,0,0,"equal"
"910810-3923831",0,0,1,1,1,0,1,0,1,0,"equal"
"810428-3066020",1,0,0,0,1,1,0,1,0,1,"equal"
"591104-4412291",0,1,1,1,1,1,1,0,1,1,"equal"
"960722-3093151",0,1,1,1,0,1,0,1,1,0,"equal"
"890220-1441368",0,1,1,0,0,0,1,0,0,1,"equal"
"850412-2992384",0,1,1,1,1,0,0,1,1,1,"equal"
"961006-1165021",0,1,1,1,1,0,1,0,1,0,"equal"
"890308-4425453",1,0,0,0,1,0,0,1,0,0,"equal"
"710113-3011657",0,0,1,0,0,0,1,1,1,1,"equal"
"570110-3016615",0,0,1,0,0,1,0,1,0,1,"equal"
"620402-4782199",0,1,1,0,0,1,1,0,0,1,"equal"
"931204-2831840",0,0,0,0,0,0,1,0,0,0,"equal"
"850619-1523198",1,0,0,1,0,1,1,0,0,1,"equal"
"910514-3304873",0,0,1,0,1,1,0,1,1,0,"equal"
"750816-1997040",1,1,0,0,0,1,0,0,1,1,"equal"
"730221-2786915",0,0,0,1,0,1,1,1,0,0,"equal"
"800916-2959849",0,0,1,0,1,1,1,1,1,0,"equal"
"910822-3934275",1,1,0,1,0,1,0,1,1,1,"equal"
"840705-4096305",0,0,1,0,1,1,0,1,0,1,"equal"
"950618-1559079",1,1,1,0,1,1,1,0,1,1,"equal"
"590215-1234308",0,1,1,0,1,1,0,0,0,0,"equal"
"990411-4407061",0,1,0,1,1,1,1,0,0,0,"equal"
"750316-4980706",0,1,0,0,1,0,1,0,0,0,"equal"
"530418-3040645",0,0,0,0,0,1,1,1,0,1,"equal"
"521108-4393099",1,0,0,1,0,0,0,0,1,1,"equal"
"990411-1388535",1,1,0,0,0,1,0,0,1,0,"equal"
"500721-4829480",1,0,1,1,1,1,1,0,0,0,"equal"
"821022-3618824",0,1,1,0,0,1,1,0,1,0,"equal"
"941123-4598447",1,0,1,0,0,0,0,0,1,1,"equal"
"630326-4557714",0,0,0,1,1,1,0,1,0,1,"equal"
"900526-2367738",0,0,1,1,0,0,0,1,0,0,"equal"
"891228-1462044",0,1,0,1,0,0,1,1,0,1,"equal"
"890528-2157307",0,0,1,0,1,0,1,1,0,1,"equal"
"581002-4537914",1,1,1,0,0,0,1,0,0,0,"equal"
"900102-3094573",0,1,0,0,1,0,1,1,0,0,"equal"
"711027-3866171",1,0,0,0,1,0,1,0,0,1,"equal"
"900711-3028938",1,0,0,0,1,0,0,1,0,1,"equal"
"930701-2576126",1,1,0,1,0,1,1,0,0,0,"equal"
"541203-2090794",0,0,1,1,1,1,0,0,0,0,"equal"
"880923-2340174",1,1,0,0,1,1,1,1,0,1,"equal"
"930923-2761355",1,1,1,0,0,0,1,0,1,1,"equal"
"670822-1864649",1,0,0,0,1,0,1,1,0,1,"equal"
"950313-3542883",0,0,1,0,0,1,1,1,0,0,"equal"
