"personal_id","Disease_1","Disease_2","Disease_3","Disease_4","Disease_5","Disease_6","Disease_7","Disease_8","Disease_9","Disease_10","Status"
"620212-3039908",0,0,1,0,1,1,0,0,1,1,"equal"
"630423-1349186",1,0,0,1,0,1,0,1,0,0,"equal"
"581127-4206642",0,1,1,0,1,1,1,1,1,0,"equal"
"511009-2719120",0,0,1,1,0,1,0,0,1,1,"equal"
"530405-4060030",0,0,0,0,1,0,0,0,1,1,"equal"
"610827-1040205",1,0,0,0,1,1,1,0,1,1,"equal"
"541123-2513609",1,1,0,1,1,1,0,1,0,0,"equal"
"531117-3884566",0,0,0,1,0,1,1,1,0,1,"equal"
"630707-4981785",1,0,1,1,0,0,0,0,1,1,"equal"
"840519-3125072",1,0,0,0,1,1,0,0,0,0,"equal"
"661204-3578648",1,1,0,0,0,1,0,1,1,1,"equal"
"970224-3243118",1,0,0,0,0,1,1,1,1,1,"equal"
"610621-3375387",0,0,1,1,0,1,0,1,0,0,"equal"
"921207-1918386",0,0,1,0,1,1,1,1,1,0,"equal"
"880616-3229304",1,0,1,0,1,1,0,1,1,1,"equal"
"860608-2714822",1,0,0,0,1,0,1,0,1,1,"equal"
"720121-2296842",1,0,0,1,1,0,1,0,0,0,"equal"
"981224-3011218",0,0,1,0,1,1,0,0,1,0,"equal"
"810914-3283485",0,0,0,0,0,1,1,0,0,0,"equal"
"570810-1813440",0,1,1,0,1,1,0,0,0,0,"equal"
"940304-1784869",0,0,1,1,0,0,1,0,1,1,"equal"
"790605-4171381",1,1,0,1,1,0,0,1,0,1,"equal"
"551212-4239982",0,1,1,1,0,1,0,1,1,0,"equal"
"870911-2731696",1,1,1,1,1,1,1,1,0,0,"equal"
"980814-3238950",0,0,0,1,0,1,0,0,0,1,"equal"
"511120-2654297",0,0,1,1,0,1,0,0,0,0,"equal"
"510117-3250401",1,0,1,1,1,1,0,0,0,1,"equal"
"680523-3137551",0,0,0,0,0,0,1,1,0,1,"equal"
"910910-2511288",0,1,1,1,0,1,1,0,0,1,"equal"
"600308-4827242",0,1,1,1,1,0,1,1,0,0,"equal"
"600513-2288600",1,1,0,1,0,0,0,1,0,1,"equal"
"980524-1284440",1,1,0,0,1,0,1,1,0,0,"equal"
"720602-2585673",1,0,1,0,0,1,1,1,0,0,"equal"
"790115-2158502",1,0,0,0,0,0,0,0,0,1,"equal"
"501101-3981295",1,0,1,1,1,1,0,0,1,1,"equal"
"691112-1518442",0,1,0,1,1,1,1,0,0,1,"equal"
"520227-1508975",0,0,0,1,1,1,0,0,0,1,"equal"
"530115-4311212",1,0,0,1,1,1,0,0,0,1,"equal"
"861115-3484242",0,0,1,0,0,0,1,0,0,1,"equal"
"690609-2702951",0,1,1,1,0,1,0,1,0,1,"equal"
"790219-3380469",1,1,0,1,0,0,1,0,1,0,"equal"
"521120-1260574",0,1,1,1,0,0,1,0,1,1,"equal"
"560307-3562968",0,1,1,0,0,1,0,0,1,0,"equal"
"760520-3899101",1,0,1,1,0,1,0,0,0,1,"equal"
"790515-4056612",1,1,0,1,0,1,0,0,1,1,"equal"
"680118-1741309",0,1,0,1,1,0,0,0,1,1,"equal"
"750622-4468861",0,1,1,0,0,0,0,0,1,0,"equal"
"661017-4736967",0,1,0,1,1,0,0,1,0,1,"equal"
"650928-3670466",1,1,1,0,0,0,0,1,1,0,"equal"
"880828-4711449",1,0,0,0,1,1,1,1,1,1,"equal"
"930509-4894594",0,0,0,0,1,1,1,0,0,1,"equal"
"600916-4289832",0,1,1,1,1,0,0,1,0,1,"equal"
"720126-3053765",1,1,1,0,0,0,0,0,0,1,"equal"
"810121-1431406",0,1,1,0,1,0,0,0,1,0,"equal"
"570408-2140510",1,0,1,0,0,0,1,1,0,1,"equal"
"810719-4849634",0,1,0,1,1,1,0,1,1,1,"equal"
"670211-1494359",0,1,1,1,1,1,0,1,1,1,"equal"
"930203-4353166",0,0,1,0,0,1,0,0,0,1,"equal"
"990306-1335329",0,0,0,0,1,1,1,1,0,0,"equal"
"831012-4668661",1,0,1,1,1,0,0,0,0,1,"equal"
"860820-1318948",1,1,1,1,0,0,0,0,1,1,"equal"
"830616-3682092",1,0,1,0,0,1,1,0,1,1,"equal"
"520918-4555096",1,0,1,0,0,1,1,0,1,0,"equal"
"650208-2649404",0,0,1,0,0,0,1,1,1,1,"equal"
"610116-2679950",1,1,1,1,1,1,1,0,1,1,"equal"
"800128-4198466",1,1,0,1,1,0,0,0,1,1,"equal"
"700326-3967619",1,0,0,1,0,1,0,1,0,0,"equal"
"920114-2336295",1,1,1,0,1,1,0,1,1,0,"equal"
"811011-3835817",1,0,0,1,0,0,0,1,0,1,"equal"
"520711-3133898",1,1,0,1,0,1,1,0,0,1,"equal"
"681027-3530767",1,1,1,0,1,1,1,1,1,0,"equal"
"740317-2296725",0,1,0,0,1,0,0,0,0,1,"equal"
"590201-4791977",0,0,1,1,1,0,0,1,0,1,"equal"
"660625-2409349",1,0,0,0,0,0,1,0,0,1,"equal"
"521202-4661058",0,1,1,1,0,0,1,0,1,1,"equal"
"961220-4354075",1,0,0,0,1,0,1,0,1,0,"equal"
"881126-3136932",1,1,0,0,0,0,0,0,1,1,"equal"
"921009-2584210",1,1,1,0,0,1,1,0,0,1,"equal"
"650928-4466490",1,0,1,1,0,1,0,1,0,0,"equal"
"530316-1470909",1,1,0,1,1,0,1,1,1,0,"equal"
"650713-2184451",0,1,0,1,0,1,0,1,1,0,"equal"
"690403-2606493",1,1,1,1,0,0,1,1,0,1,"equal"
"600710-4201579",1,0,0,1,0,0,0,1,0,0,"equal"
"810718-2982425",0,0,0,0,0,0,1,1,0,1,"equal"
"720716-2867512",1,0,0,0,1,1,1,0,0,0,"equal"
"870702-2717579",1,1,0,0,0,0,1,0,0,1,"equal"
"800917-2162203",1,1,1,0,1,1,0,0,0,0,"equal"
"620221-1667573",0,1,1,0,1,1,1,1,0,1,"equal"
"870301-3255043",0,1,0,0,1,1,1,0,1,0,"equal"
"821122-1411211",1,1,0,1,1,1,0,1,0,0,"equal"
"980611-2154061",1,1,0,0,0,0,1,0,1,0,"equal"
"640622-2832384",1,0,0,0,0,1,0,1,0,1,"equal"
"961003-2881068",0,0,0,1,1,0,0,0,0,0,"equal"
"911211-4324785",0,1,1,0,0,0,0,0,1,0,"equal"
"910523-3386724",0,1,1,0,0,0,0,1,1,0,"equal"
"680126-2902966",1,1,0,1,1,0,1,0,0,0,"equal"
"611115-4375608",0,1,1,0,1,0,0,1,1,0,"equal"
"711211-2608132",0,1,0,1,0,1,0,0,0,0,"equal"
"860627-1865440",0,1,1,1,0,1,1,0,1,1,"equal"
"760327-3177793",0,1,1,0,1,0,1,0,1,0,"equal"
"610619-4842489",1,0,1,0,1,1,1,1,0,0,"equal"
"580407-4049701",1,1,0,1,1,0,1,1,1,0,"equal"
"900710-2688471",0,1,1,1,1,0,1,1,1,1,"equal"
"811025-3308905",0,1,0,1,0,1,1,1,1,0,"equal"
"670424-4831796",0,1,0,1,1,1,0,0,1,1,"equal"
"560917-1482479",1,1,1,1,0,1,1,0,0,1,"equal"
"551107-2863819",0,1,1,0,1,1,0,0,0,0,"equal"
"711007-3107103",0,1,1,1,1,0,1,1,0,1,"equal"
"940315-1758578",0,0,1,1,0,1,1,0,0,1,"equal"
"551009-1228997",1,1,0,1,1,1,0,1,1,1,"equal"
"670114-1207741",1,1,0,0,1,0,1,0,0,1,"equal"
"521103-2987782",0,1,0,1,1,0,0,1,0,0,"equal"
"540711-2004434",0,0,1,0,0,1,1,1,0,0,"equal"
"690226-4831238",1,0,1,0,0,1,1,0,1,0,"equal"
"680625-3470340",1,1,0,1,0,0,1,0,1,1,"equal"
"680114-3821517",0,1,1,1,1,1,0,0,0,0,"equal"
"510202-2744069",1,1,1,0,0,0,0,1,1,0,"equal"
"530702-3143144",1,0,1,1,1,0,1,1,1,1,"equal"
"840417-3880065",0,0,0,1,1,0,1,1,1,1,"equal"
"820109-1483503",0,0,0,0,1,1,0,0,0,1,"equal"
"800208-3012382",0,1,0,0,0,1,1,1,1,0,"equal"
"860322-3943802",1,0,0,1,0,1,0,0,0,0,"equal"
"651207-2208233",1,1,0,0,0,1,1,0,0,0,"equal"
"750916-1777594",0,0,1,1,1,1,1,1,0,0,"equal"
"940521-4744017",1,1,0,0,1,1,0,0,0,1,"equal"
"820619-2860985",1,0,1,1,1,0,1,1,1,1,"equal"
"790906-3638900",1,1,0,1,1,0,1,1,0,1,"equal"
"970205-4726469",1,0,1,1,1,1,0,0,0,0,"equal"
"790102-4506445",1,1,0,0,0,0,0,1,1,1,"equal"
"631018-1234185",0,0,0,0,1,1,1,0,1,1,"equal"
"640620-4406993",0,0,1,1,1,1,0,0,1,1,"equal"
"680820-2569746",0,1,1,0,1,0,0,1,1,1,"equal"
"790228-3572411",1,0,0,1,1,1,1,1,1,0,"equal"
"920701-3856514",1,1,1,0,0,0,1,1,0,1,"equal"
"670101-1642841",0,0,0,0,1,0,1,1,0,1,"equal"
"510303-2796068",1,0,1,1,0,0,1,1,0,1,"equal"
"750623-2093708",1,1,1,1,0,0,1,0,0,0,"equal"
"670406-2923641",0,0,0,1,0,1,0,0,0,1,"equal"
"960222-1825675",0,1,0,1,1,1,1,1,1,0,"equal"
"510609-2641875",0,0,0,0,1,0,1,0,1,0,"equal"
"690824-2118447",0,0,1,0,1,1,0,1,0,1,"equal"
"550726-1117426",1,0,0,0,1,0,1,1,1,0,"equal"
"960720-4325564",1,1,1,0,0,1,1,1,1,0,"equal"
"770516-4256139",1,1,1,1,1,0,0,1,1,1,"equal"
"710707-3973124",0,0,0,0,0,0,0,1,0,1,"equal"
"721020-1200583",0,1,0,1,1,0,0,0,0,1,"equal"
"830208-2594699",1,1,1,0,1,1,0,1,0,1,"equal"
"801001-2550718",0,1,0,0,1,1,1,1,0,1,"equal"
"721025-4851621",0,1,1,0,0,0,0,1,0,1,"equal"
"670114-4373568",0,1,0,1,1,1,0,0,0,1,"equal"
"650213-1179225",1,0,1,1,0,0,0,1,1,0,"equal"
"981105-1213021",0,0,1,0,1,1,0,0,1,1,"equal"
"691228-2157018",1,1,1,1,1,0,1,1,0,0,"equal"
"891202-4648123",0,1,1,1,1,1,1,1,1,1,"equal"
"940823-4630977",1,0,1,1,0,0,1,0,0,1,"equal"
"750517-2181810",1,1,0,0,1,1,1,0,1,0,"equal"
"870309-4208394",0,0,0,1,0,0,1,0,0,1,"equal"
"660716-1553629",1,0,1,1,1,0,1,1,0,0,"equal"
"990214-4570194",0,0,0,0,0,0,0,0,1,1,"equal"
"900112-4023590",0,1,1,0,0,0,0,1,0,0,"equal"
"851207-1831557",0,1,1,0,1,1,0,0,0,1,"equal"
"990511-4178544",0,0,0,1,1,0,0,0,1,1,"equal"
"811222-2012180",0,1,1,0,0,0,0,0,0,0,"equal"
"710413-4923005",0,1,0,1,1,1,1,0,1,1,"equal"
"551220-2956186",1,1,0,1,0,0,1,0,1,1,"equal"
"770911-4588667",0,0,1,0,0,0,1,0,0,0,"equal"
"630228-4856209",1,1,1,0,1,1,1,0,0,1,"equal"
"650712-2241319",0,1,0,1,0,1,0,0,0,0,"equal"
"580917-4834794",1,1,1,0,1,1,1,0,0,1,"equal"
"930118-4610827",0,0,0,1,0,0,0,0,0,1,"equal"
"651107-3543827",0,0,0,0,0,0,1,1,1,1,"equal"
"531027-1959138",0,0,0,0,1,0,1,0,1,0,"equal"
"600915-3771274",0,0,1,0,0,1,0,0,1,1,"equal"
"631219-4918233",1,0,1,1,0,0,1,1,0,0,"equal"
"980904-3242631",0,1,0,0,0,0,0,0,1,0,"equal"
"691203-4959619",0,0,1,1,1,1,1,0,0,1,"equal"
"830606-4380245",1,0,0,1,0,1,0,0,1,1,"equal"
"831228-4695262",1,0,1,0,1,0,0,0,0,0,"equal"
"660204-1695203",0,1,0,0,1,1,1,0,0,0,"equal"
"591012-1990366",0,0,1,1,0,0,1,0,1,1,"equal"
"580619-2453476",0,1,0,0,1,1,1,0,0,0,"equal"
"701018-1330606",1,1,0,0,1,0,0,0,1,0,"equal"
"500626-3977168",1,1,0,0,0,0,0,1,1,0,"equal"
"811014-2182967",0,0,1,1,1,1,1,1,0,1,"equal"
"931017-4408229",0,1,1,1,0,1,1,1,1,1,"equal"
"691204-4751602",0,0,1,0,1,1,0,0,0,1,"equal"
"960310-4982063",1,0,0,0,1,0,0,0,1,1,"equal"
"841023-3594275",1,1,0,1,0,1,1,0,0,1,"equal"
"630608-1191995",1,1,1,0,0,0,0,0,1,0,"equal"
"670515-4913102",1,0,1,1,0,1,0,1,1,1,"equal"
"720717-2307256",0,1,1,1,0,0,0,0,0,1,"equal"
"920726-2905619",0,0,1,0,1,0,1,0,1,1,"equal"
"960909-3768764",0,1,0,1,0,0,0,1,0,1,"equal"
"940117-1232428",1,1,1,0,0,1,0,0,1,0,"equal"
"700911-2412181",0,0,0,0,1,0,0,1,0,1,"equal"
"571210-3628355",1,1,1,0,1,1,1,1,1,1,"equal"
"800401-2716425",1,0,0,1,1,1,1,0,1,1,"equal"
"600708-2064014",0,0,1,1,1,0,1,1,1,1,"equal"
"751127-4764954",1,0,1,0,1,1,0,0,0,1,"equal"
"561021-4091713",1,0,1,0,0,1,0,1,1,0,"equal"
"680206-4243609",1,1,0,1,0,0,1,1,0,0,"equal"
"530315-4136840",1,0,0,1,0,1,1,0,0,0,"equal"
"640817-3377327",1,0,1,0,1,0,0,0,1,1,"equal"
"691125-1357055",0,0,0,0,1,0,0,1,0,0,"equal"
"771013-2953952",0,1,1,0,0,0,1,1,0,1,"equal"
"640211-1410069",0,0,1,1,1,0,1,1,1,0,"equal"
"980207-4043935",1,0,0,1,0,0,0,0,0,0,"equal"
"871212-3332392",0,0,1,0,1,0,0,1,1,1,"equal"
"910928-1284667",0,1,0,0,0,0,0,0,0,1,"equal"
"811021-3664700",0,1,0,1,1,1,1,1,1,1,"equal"
"661115-3747290",1,0,0,0,0,1,1,1,0,0,"equal"
"510916-4097554",0,0,0,1,1,0,0,0,0,0,"equal"
"620421-1961703",1,0,0,0,0,0,1,0,1,0,"equal"
"950427-4512421",1,0,1,1,0,0,0,0,1,1,"equal"
"980628-2558058",1,0,1,0,1,1,0,0,1,1,"equal"
"790822-1541454",1,1,0,1,1,1,0,1,0,1,"equal"
"760209-2959946",0,0,0,0,1,0,0,0,1,1,"equal"
"810819-1446512",0,0,0,0,0,1,1,1,0,0,"equal"
"951202-1334234",1,0,1,1,1,0,0,0,1,1,"equal"
"710618-3602882",0,0,0,0,0,1,0,0,0,0,"equal"
"960117-4878789",0,1,1,1,1,1,0,0,0,1,"equal"
"970312-2907658",0,1,1,0,0,0,1,1,0,0,"equal"
"831122-3120265",0,0,0,0,1,1,1,0,0,1,"equal"
"610416-3204619",0,1,0,0,1,0,0,0,0,1,"equal"
"700415-1548142",0,1,1,0,0,1,0,0,0,0,"equal"
"821223-3947808",1,0,1,1,0,0,1,1,1,0,"equal"
"520911-3615146",1,0,1,1,1,1,1,0,1,0,"equal"
"730626-2980820",0,0,0,1,0,1,0,1,0,1,"equal"
"740214-3198787",1,0,0,0,1,0,1,0,1,1,"equal"
"590115-1035032",0,1,0,1,1,1,1,0,0,1,"equal"
"571218-3864337",0,0,0,0,1,1,1,1,0,1,"equal"
"661002-3224806",0,0,1,0,0,1,0,0,0,1,"equal"
"911211-3227549",1,0,0,1,0,0,0,0,1,0,"equal"
"541226-4739985",1,1,1,1,1,1,0,1,0,1,"equal"
"950107-2771968",0,0,1,1,1,0,0,0,1,1,"equal"
"750612-1073809",1,1,1,1,1,0,0,0,0,0,"equal"
"621127-3724793",0,1,0,1,0,1,1,1,0,0,"equal"
"860604-4262329",0,1,1,0,1,0,0,0,1,0,"equal"
"591211-3033852",1,1,0,0,1,1,0,0,0,1,"equal"
"540528-4314254",0,0,1,0,1,1,1,0,1,0,"equal"
"891128-2989810",1,1,0,0,1,0,0,0,1,1,"equal"
"960307-1771100",0,1,1,1,1,0,1,0,1,0,"equal"
"871023-3079411",0,1,1,1,0,0,0,0,0,0,"equal"
"860811-2932812",1,0,0,1,1,1,1,1,0,1,"equal"
"950118-1743537",1,1,0,0,1,1,1,1,1,0,"equal"
"651107-4644624",1,1,0,1,0,1,1,0,1,1,"equal"
"890103-3271281",1,1,0,1,1,1,1,0,0,0,"equal"
"771018-2613928",0,0,1,1,1,1,1,1,0,0,"equal"
"851101-2431251",1,0,1,0,1,1,1,0,0,1,"equal"
"790318-1919284",0,1,1,1,0,0,1,1,0,0,"equal"
"590218-1879046",0,1,1,0,1,0,1,1,0,0,"equal"
"811209-4915095",1,0,0,0,1,0,0,1,1,0,"equal"
"800611-1070486",0,1,1,1,0,0,0,1,0,0,"equal"
"830408-2118657",0,1,1,0,0,1,1,0,1,1,"equal"
"590816-3327765",0,0,0,1,0,0,1,0,0,0,"equal"
"840823-2888576",0,0,0,1,1,1,0,1,0,0,"equal"
"770215-1363372",1,1,0,1,0,1,1,1,1,1,"equal"
"950524-1299064",1,1,0,0,1,0,0,1,1,0,"equal"
"851103-3270874",0,1,0,0,1,0,0,1,0,0,"equal"
"930404-1009904",0,0,1,0,1,1,1,0,0,0,"equal"
"630828-1448850",0,0,0,1,1,0,1,1,0,1,"equal"
"540325-1205510",1,1,1,0,0,0,0,0,0,1,"equal"
"670714-3288943",1,0,0,1,0,0,1,1,1,1,"equal"
"520203-2392207",0,1,0,1,0,0,0,0,0,1,"equal"
"740518-3627397",1,1,0,0,0,1,1,0,0,0,"equal"
"630312-1967216",1,0,1,1,1,0,0,0,0,1,"equal"
"900508-3555929",0,0,1,0,1,0,1,0,1,1,"equal"
"671104-2818700",0,1,0,0,1,0,1,0,1,1,"equal"
"700527-4426985",1,1,1,1,1,0,1,1,0,0,"equal"
"520702-1933031",0,0,0,0,0,0,1,1,1,1,"equal"
"771007-3506956",0,1,1,0,1,0,1,1,1,0,"equal"
"570710-2711674",1,1,1,1,1,0,1,1,0,0,"equal"
"791028-3755332",1,0,0,0,1,1,0,0,1,0,"equal"
"830421-1212641",1,0,1,0,1,1,1,0,1,1,"equal"
"950808-2995254",0,1,0,1,0,1,0,0,1,1,"equal"
"681027-4993944",1,1,1,0,1,1,1,0,0,1,"equal"
"540523-2877085",0,0,0,0,1,0,0,1,0,1,"equal"
"670423-2482491",1,0,1,0,0,0,1,0,0,0,"equal"
"901216-3116982",1,1,1,1,1,1,0,1,1,1,"equal"
"990402-4975896",1,0,0,0,0,1,0,1,0,1,"equal"
"851021-4288707",0,1,0,1,0,0,0,1,1,1,"equal"
"520208-2299954",1,1,0,0,0,0,0,0,0,0,"equal"
"900916-3874822",1,1,1,0,1,1,1,0,0,0,"equal"
"720701-2875666",0,0,0,0,1,1,1,1,0,1,"equal"
"661026-4799042",1,0,0,1,0,1,1,0,0,1,"equal"
"670409-1751101",1,0,0,0,1,0,1,1,0,1,"equal"
"900408-3032832",0,0,0,0,1,0,0,0,1,1,"equal"
"960418-4778355",0,1,0,0,0,1,1,1,1,1,"equal"
"720404-4834849",1,0,1,0,0,1,0,1,0,0,"equal"
"541209-3023848",0,0,1,1,0,0,0,0,1,0,"equal"
"750506-2070488",0,0,1,1,0,0,1,1,1,1,"equal"
"921201-1339724",0,0,1,0,0,1,0,1,0,1,"equal"
"530110-3412115",1,0,1,1,1,1,0,1,1,0,"equal"
"680203-4074570",1,1,0,1,0,0,1,1,1,0,"equal"
"870111-2257311",0,0,1,0,1,1,1,0,1,0,"equal"
"870904-1853025",0,1,1,1,0,0,1,0,0,0,"equal"
"570827-1761234",1,0,0,0,0,0,1,0,0,1,"equal"
"910207-4359191",0,0,0,0,1,1,0,1,1,0,"equal"
"940725-1288106",0,1,0,0,1,0,0,1,0,1,"equal"
"910115-4365867",0,0,1,1,0,0,1,0,0,0,"equal"
"780109-4412404",1,1,1,1,0,1,0,0,0,1,"equal"
"850712-2489777",1,0,1,1,0,0,0,1,1,0,"equal"
"521008-3721899",0,0,1,1,0,1,0,1,1,0,"equal"
"670103-1048592",0,0,1,0,0,0,0,1,0,1,"equal"
