"personal_id","Disease_1","Disease_2","Disease_3","Disease_4","Disease_5","Disease_6","Disease_7","Disease_8","Disease_9","Disease_10","Status"
"680414-1337189",0,1,0,0,0,0,0,0,1,0,"equal"
"610112-2296872",0,1,1,0,0,0,1,1,1,1,"equal"
"520717-3411431",1,0,1,1,0,0,0,1,1,0,"equal"
"731219-2147519",1,0,0,1,0,1,1,1,0,0,"equal"
"700427-2396605",1,1,0,1,1,1,1,0,1,0,"equal"
"690407-4570085",1,1,1,1,0,1,0,0,1,1,"equal"
"610106-2766216",1,0,0,0,1,0,1,0,1,0,"equal"
"500903-3031078",1,1,0,0,1,0,1,1,0,0,"equal"
"920513-4179721",1,1,1,1,1,0,0,1,1,1,"equal"
"701108-4367848",1,1,1,1,1,0,0,0,0,0,"equal"
"841220-2139776",1,1,1,1,1,1,0,1,1,1,"equal"
"661023-4929884",1,1,1,1,1,1,0,1,0,0,"equal"
"741005-1564933",1,0,0,0,0,0,0,1,0,0,"equal"
"890609-3267813",1,1,1,1,0,0,1,1,0,0,"equal"
"700628-2167809",1,0,0,0,0,0,0,0,0,0,"equal"
"810420-4928647",0,1,1,0,1,0,0,0,1,0,"equal"
"800113-4873566",1,1,0,1,0,0,0,0,0,1,"equal"
"660324-2322757",1,1,1,0,1,0,0,1,1,0,"equal"
"700714-3063417",0,1,0,1,0,0,0,0,0,0,"equal"
"961008-3020042",0,0,0,1,0,0,1,0,1,1,"equal"
"540327-1387790",0,0,1,0,1,0,1,1,1,0,"equal"
"610827-4863171",1,1,0,0,1,0,1,0,1,0,"equal"
"851127-4063317",0,0,0,0,0,1,1,1,1,0,"equal"
"781110-1636569",1,0,0,1,1,0,1,1,1,0,"equal"
"970328-3708353",1,1,1,0,1,0,0,1,0,1,"equal"
"540402-3692600",1,0,0,0,0,1,0,0,1,0,"equal"
"600716-1839907",0,1,1,0,0,1,1,1,1,0,"equal"
"940524-2585832",0,0,1,1,0,0,0,0,1,1,"equal"
"671224-2097459",1,0,1,1,1,1,1,1,1,1,"equal"
"600923-4571378",0,1,1,0,0,1,1,1,0,0,"equal"
"850111-2758188",1,1,0,0,1,0,1,1,1,0,"equal"
"730612-4062654",0,0,1,1,0,0,0,0,0,1,"equal"
"530317-1032216",0,0,0,0,1,1,0,0,0,0,"equal"
"710815-3995258",1,0,0,1,1,1,1,0,1,0,"equal"
"931128-1886144",1,0,0,0,0,1,1,0,0,0,"equal"
"780524-1372622",1,1,1,0,0,1,0,1,0,0,"equal"
"641025-3852623",0,1,0,0,1,1,1,0,1,1,"equal"
"800822-4046529",0,1,1,1,1,0,1,1,1,1,"equal"
"750205-4437162",0,0,1,0,1,1,1,1,1,0,"equal"
"940609-2266576",0,1,0,1,1,1,1,0,0,1,"equal"
"731217-2572836",0,0,0,1,1,1,1,1,0,1,"equal"
"691013-4743976",0,1,0,1,1,1,1,1,1,1,"equal"
"590909-1624096",0,0,1,0,0,0,0,0,1,0,"equal"
"601025-2515611",0,0,0,1,1,1,0,0,0,0,"equal"
"891026-1101264",0,0,0,1,1,1,0,1,0,0,"equal"
"960823-1219018",0,1,0,1,1,1,0,0,1,0,"equal"
"540513-2252994",1,1,0,1,1,1,0,1,1,0,"equal"
"541117-2698647",0,0,1,1,1,0,0,1,1,0,"equal"
"990802-1351757",1,1,1,1,1,0,1,1,1,1,"equal"
"870113-2019851",0,1,0,1,1,0,0,1,0,1,"equal"
"670904-4822808",1,1,1,1,0,0,0,1,0,1,"equal"
"700221-2743542",0,1,0,1,0,1,0,0,1,0,"equal"
"521226-2820972",0,0,1,1,1,1,0,0,0,0,"equal"
"711106-1517461",0,0,0,0,1,0,0,1,0,0,"equal"
"980722-2581693",0,1,0,1,0,1,1,0,0,1,"equal"
"740825-3061152",1,0,0,0,1,1,0,0,1,1,"equal"
"710723-4536919",1,1,1,0,1,0,0,1,0,1,"equal"
"611021-2466020",1,0,0,1,0,0,1,0,1,0,"equal"
"960907-2050449",0,1,1,0,0,0,0,0,0,1,"equal"
"510618-3934085",1,1,0,0,0,0,0,1,0,0,"equal"
"750625-2011859",0,0,0,0,0,0,1,1,1,0,"equal"
"611217-2439849",0,0,1,1,1,1,0,0,0,0,"equal"
"881117-4052213",1,1,0,1,1,0,0,0,0,0,"equal"
"640503-1211988",0,0,1,1,1,1,1,1,1,0,"equal"
"820517-1868996",1,1,0,0,0,1,0,0,1,0,"equal"
"650206-4366550",1,1,0,1,1,1,0,0,1,0,"equal"
"730819-2205310",0,0,1,0,0,0,0,0,0,0,"equal"
"631114-4015754",0,1,1,1,1,0,0,0,0,1,"equal"
"810618-3229341",0,0,1,0,0,1,1,1,0,1,"equal"
"761104-4297767",1,1,1,0,0,0,1,0,0,0,"equal"
"540519-1012568",0,0,1,1,0,0,0,0,1,0,"equal"
"540422-2643692",1,0,0,0,0,1,1,0,1,0,"equal"
"880525-2654755",1,0,1,0,0,0,1,0,0,1,"equal"
"680128-1217100",1,1,0,0,0,0,0,1,1,0,"equal"
"880112-2078013",0,1,1,0,1,0,0,1,0,1,"equal"
"520906-2200762",1,1,1,1,1,1,0,1,0,1,"equal"
"691105-3519050",1,1,1,1,0,0,1,0,1,0,"equal"
"660407-3505041",0,1,0,0,0,1,0,0,0,0,"equal"
"910622-2296141",0,1,0,0,0,1,1,1,1,0,"equal"
"681207-3708941",1,0,1,0,0,0,0,0,0,1,"equal"
"660423-1997143",1,1,0,1,1,1,0,0,1,0,"equal"
"740617-2344541",1,0,0,1,0,0,1,1,0,1,"equal"
"891024-4704411",0,0,0,1,0,1,1,0,1,1,"equal"
"620310-3083769",0,1,0,0,0,1,0,0,1,1,"equal"
"520408-1779976",1,0,1,1,0,1,1,1,0,1,"equal"
"730424-4281994",0,1,0,0,0,0,1,0,1,1,"equal"
"790514-3939437",1,0,0,1,0,1,1,0,0,1,"equal"
"950910-4555243",1,0,1,1,0,0,0,1,1,1,"equal"
"630906-2117356",1,0,1,1,1,1,0,0,0,1,"equal"
"700512-1994473",0,1,0,1,0,0,0,1,0,1,"equal"
"970409-3814063",1,1,0,1,0,1,1,1,0,1,"equal"
"950622-1822854",1,0,1,1,0,0,1,0,0,0,"equal"
"820509-4944581",0,0,1,0,0,0,0,0,1,0,"equal"
"710210-1528522",1,1,0,0,0,0,0,1,0,0,"equal"
"530628-2779101",1,0,0,1,1,1,1,0,1,1,"equal"
"831015-2828091",0,0,0,1,1,1,1,0,0,0,"equal"
"720925-1035188",0,0,1,0,1,0,0,1,0,1,"equal"
"621116-2084393",0,0,1,0,1,1,1,0,1,1,"equal"
"631123-2467356",1,1,0,1,1,0,0,1,1,0,"equal"
"690104-2519861",0,0,0,1,1,1,1,0,0,1,"equal"
"520906-1911086",0,0,0,0,0,0,0,0,0,0,"equal"
"980712-4280055",0,1,0,1,0,1,0,0,1,0,"equal"
"940815-3984803",0,1,0,1,0,0,1,1,1,1,"equal"
"961010-4838961",1,0,0,0,1,1,0,1,1,0,"equal"
"950212-4485336",1,0,0,0,0,1,1,1,0,1,"equal"
"650526-2253820",0,0,1,1,0,0,0,0,0,1,"equal"
"900204-1768782",1,0,0,0,0,1,1,0,1,0,"equal"
"530426-4756706",1,1,1,0,0,1,1,1,0,0,"equal"
"800526-4329810",1,0,0,0,0,0,1,0,1,0,"equal"
"880527-2942150",1,1,0,0,0,0,1,0,0,1,"equal"
"810508-2960415",0,1,1,1,1,1,0,0,1,0,"equal"
"961016-1959589",1,1,1,1,1,0,1,0,1,1,"equal"
"970919-4284527",1,1,0,1,0,1,1,1,0,1,"equal"
"601207-2025877",1,0,1,1,0,0,1,1,0,0,"equal"
"620314-4483305",0,1,1,0,1,1,1,1,0,1,"equal"
"881201-2158333",1,0,0,0,0,0,0,1,1,0,"equal"
"680101-4750436",1,0,0,0,1,1,1,1,0,0,"equal"
"550703-2453932",0,0,0,0,1,0,1,0,0,1,"equal"
"860714-1925858",1,0,0,0,0,0,1,0,1,1,"equal"
"830512-3182905",1,0,1,0,1,0,1,1,0,0,"equal"
"980302-3588632",1,0,0,0,0,0,0,0,0,0,"equal"
"631014-4866461",1,0,1,0,0,0,1,1,1,1,"equal"
"740306-4254665",0,1,1,0,0,1,1,1,1,1,"equal"
"901211-2582059",1,0,1,1,1,1,1,0,1,0,"equal"
"930509-1827608",0,0,0,0,0,1,1,0,1,1,"equal"
"940126-4837531",1,0,1,1,0,0,0,1,0,1,"equal"
"641123-2782478",0,0,1,1,1,1,0,1,0,1,"equal"
"790310-2634897",0,1,0,0,0,1,0,0,0,1,"equal"
"930524-2264957",1,0,1,1,1,0,0,0,0,0,"equal"
"580209-2489583",1,1,1,1,1,1,0,0,1,0,"equal"
"680520-1095785",0,1,1,0,0,0,1,0,0,1,"equal"
"930613-1626827",1,1,1,0,0,1,1,0,0,1,"equal"
"690607-3247620",0,1,1,0,0,1,0,1,0,1,"equal"
"561210-2066350",0,1,0,0,1,1,1,1,1,0,"equal"
"610217-3829776",1,1,0,0,1,0,1,0,0,1,"equal"
"940312-2217242",1,1,0,1,0,0,0,1,1,0,"equal"
"520708-2785586",0,0,1,1,1,0,1,1,1,1,"equal"
"900116-4768088",1,1,0,0,1,1,1,0,1,0,"equal"
"570202-2192591",0,1,0,1,1,1,1,0,1,1,"equal"
"751116-1149094",1,0,1,0,0,0,0,0,0,0,"equal"
"950118-2640299",1,0,1,1,0,0,1,1,0,0,"equal"
"800912-3795657",1,0,1,0,0,0,1,0,1,1,"equal"
"790620-2585000",1,0,1,0,0,1,1,0,1,0,"equal"
"821107-4641653",0,1,1,0,0,0,0,0,1,1,"equal"
"740311-3839175",1,1,0,0,0,1,0,0,0,0,"equal"
"941020-4234571",1,1,1,0,0,1,1,0,1,0,"equal"
"750626-2356467",1,0,0,0,1,0,0,1,1,0,"equal"
"990817-3933130",0,0,0,1,0,1,0,1,1,0,"equal"
"521019-2007058",0,0,0,1,0,1,0,1,1,0,"equal"
"771107-4933024",0,0,0,1,1,1,1,0,1,0,"equal"
"671102-2439901",1,1,0,1,1,0,0,0,0,1,"equal"
"700804-4460048",1,1,0,0,0,0,1,0,0,1,"equal"
"750224-1616441",1,0,0,1,0,0,1,0,1,0,"equal"
"710411-3045919",1,0,1,0,0,1,1,0,1,1,"equal"
"890914-4524129",1,1,1,0,1,0,1,1,0,0,"equal"
"570403-2315389",0,1,1,0,1,0,1,0,0,1,"equal"
"500919-2886445",0,1,1,1,1,0,1,1,1,0,"equal"
"980425-1913790",0,0,0,1,0,1,0,0,0,0,"equal"
"750914-2525062",1,0,0,1,0,0,0,0,1,0,"equal"
"581003-3843985",1,0,1,0,0,1,1,1,1,0,"equal"
"910220-1355006",0,1,1,1,1,1,0,0,0,1,"equal"
"681102-3147371",0,0,1,1,0,1,1,0,1,0,"equal"
"730321-2457243",1,1,0,0,0,0,0,1,0,1,"equal"
"960814-3940121",1,0,0,1,1,0,1,0,0,1,"equal"
"671219-4933776",1,1,0,0,1,1,1,0,0,1,"equal"
"610203-1735707",1,0,0,0,0,0,1,1,1,1,"equal"
"870117-1252298",0,1,1,0,1,1,0,0,1,0,"equal"
"550428-2424130",0,1,1,0,0,1,1,0,0,1,"equal"
"520304-2712924",1,1,0,1,0,0,0,1,0,1,"equal"
"840102-3214786",1,1,1,0,1,0,1,0,1,0,"equal"
"790828-3548513",0,1,1,0,1,1,0,1,1,0,"equal"
"800916-4250895",1,1,1,1,0,1,1,1,0,0,"equal"
"910510-4263261",1,1,1,0,1,0,1,1,0,0,"equal"
"880710-1129567",0,0,0,0,1,0,0,1,0,1,"equal"
"631223-4743593",1,0,1,0,0,1,0,1,0,1,"equal"
"620221-1327660",1,0,1,0,0,0,1,0,1,0,"equal"
"551115-4466165",0,1,1,1,1,0,0,1,1,1,"equal"
"800216-3604623",0,0,1,1,1,0,0,0,0,0,"equal"
"960427-4562986",1,1,0,1,0,0,1,0,0,0,"equal"
"750304-4144562",0,0,1,1,1,0,0,1,1,0,"equal"
"501217-3668730",1,0,1,0,0,1,0,0,0,1,"equal"
"760211-2280671",1,1,0,0,0,0,1,0,1,0,"equal"
"750401-3418877",1,0,0,1,0,1,1,0,1,1,"equal"
"680816-4722596",1,0,0,1,1,1,0,1,1,0,"equal"
"830610-2607440",0,0,1,1,0,1,1,0,1,0,"equal"
"770422-1268903",1,1,1,1,1,0,1,1,0,0,"equal"
"891026-3058272",1,1,0,0,0,1,1,0,1,1,"equal"
"960204-2416652",0,1,1,1,1,0,0,0,0,1,"equal"
"960812-2608001",1,1,1,0,0,0,0,1,0,1,"equal"
"500227-2011699",0,0,1,0,0,1,0,1,1,1,"equal"
"530114-3448065",1,0,0,0,0,1,1,0,0,0,"equal"
"511123-2123025",0,1,1,0,1,1,0,0,0,0,"equal"
"961203-3535514",1,0,0,1,1,0,0,1,1,1,"equal"
"900501-2836022",0,0,0,1,1,0,0,1,0,1,"equal"
"790419-1981904",1,1,0,1,0,1,1,0,0,0,"equal"
"890427-4176581",1,0,1,1,0,1,1,1,0,0,"equal"
"620814-2839401",1,0,0,1,0,1,0,0,1,1,"equal"
"620307-3868975",0,1,0,1,0,0,0,1,1,1,"equal"
"990820-4387930",1,1,0,0,0,0,1,1,0,0,"equal"
"760408-4525881",1,0,0,0,1,0,0,0,0,0,"equal"
"920426-3334783",0,0,0,1,1,1,1,1,0,0,"equal"
"640114-4919178",0,1,0,0,0,0,0,0,0,1,"equal"
"750222-2843567",0,0,1,1,0,1,0,1,1,1,"equal"
"760813-2318247",0,1,0,0,1,1,0,0,1,0,"equal"
"710210-3637565",0,1,0,0,0,1,1,1,0,1,"equal"
"620208-1137750",1,1,1,1,1,1,0,0,0,0,"equal"
"930919-2219335",1,1,1,1,0,0,0,0,1,1,"equal"
"870828-2575771",1,0,1,0,0,1,0,0,1,0,"equal"
"750923-1189455",0,1,0,1,1,0,1,0,0,1,"equal"
"670411-2368802",1,1,1,1,1,0,1,1,1,0,"equal"
"650709-3376424",1,1,0,1,1,0,0,1,1,1,"equal"
"720516-3656832",0,1,1,0,1,1,0,1,1,1,"equal"
"780117-1623601",0,0,0,1,1,1,0,0,1,1,"equal"
"660205-1937776",1,0,1,1,1,0,0,0,0,0,"equal"
"570709-3045595",0,1,0,0,0,0,0,1,1,1,"equal"
"981008-4796554",1,0,0,0,0,1,1,0,1,0,"equal"
"921024-2989381",0,1,1,1,0,0,0,1,0,0,"equal"
"760203-3582612",1,1,0,0,0,1,0,0,1,1,"equal"
"871019-4081266",1,1,0,1,1,1,1,0,0,0,"equal"
"520927-1884205",0,0,1,1,1,1,1,0,0,0,"equal"
"660918-2074822",1,1,0,0,1,1,1,0,1,1,"equal"
"981107-1759946",1,0,1,0,1,0,1,0,0,0,"equal"
"880623-3824627",0,1,0,1,0,0,0,1,0,1,"equal"
"990801-3121492",1,1,0,1,0,0,1,0,0,1,"equal"
"931206-2087350",1,1,1,1,1,1,0,1,0,1,"equal"
"710311-3661690",1,0,1,0,1,1,0,0,1,0,"equal"
"610207-2766143",1,1,1,0,1,0,0,0,1,0,"equal"
"660922-2505021",1,1,0,0,0,0,1,1,0,0,"equal"
"500403-2833195",0,0,1,1,0,0,1,0,0,0,"equal"
"530126-3675449",0,1,0,1,0,0,1,1,1,1,"equal"
"780227-1758334",1,0,1,1,1,0,1,1,1,0,"equal"
"950801-2545812",0,0,1,0,0,0,1,0,0,1,"equal"
"630202-1944793",0,0,1,0,1,0,0,1,1,0,"equal"
"551115-1559833",1,0,0,0,1,0,0,1,1,0,"equal"
"700601-2929236",1,0,0,1,1,0,1,1,1,0,"equal"
"710916-3201928",0,0,1,0,0,0,0,1,1,0,"equal"
"600612-4180349",1,0,1,0,0,0,1,0,0,0,"equal"
"570126-3366508",1,0,0,1,1,0,0,0,0,0,"equal"
"960922-2952222",0,1,0,0,0,1,0,1,0,0,"equal"
"661023-3973773",1,0,0,0,0,0,0,1,0,0,"equal"
"730309-2253803",0,0,0,1,1,1,0,0,0,1,"equal"
"500320-4670959",0,0,1,0,1,0,1,0,0,1,"equal"
"951222-1691115",0,1,1,0,1,1,1,0,0,1,"equal"
"940709-2661193",0,1,1,0,1,0,1,1,1,1,"equal"
"800221-1577697",1,1,0,0,0,1,1,1,0,0,"equal"
"510707-1080891",0,0,1,0,0,1,1,0,0,1,"equal"
"641121-3283785",0,0,1,1,1,1,0,0,1,1,"equal"
"880927-1858280",0,0,1,1,0,1,1,1,1,0,"equal"
"800919-3164566",0,0,1,1,0,1,1,1,0,1,"equal"
"571208-4795769",1,1,1,0,0,0,0,1,0,0,"equal"
"670508-3740574",1,0,1,1,1,1,0,1,1,1,"equal"
"750122-2493994",0,1,0,0,1,1,1,0,1,0,"equal"
"890716-2624207",1,1,1,0,1,1,0,1,0,0,"equal"
"510720-2331876",1,0,1,1,0,0,0,0,0,1,"equal"
"700721-2273639",1,0,0,1,1,0,0,0,1,0,"equal"
"540307-2083656",1,0,1,1,0,0,1,0,1,1,"equal"
"591016-3435459",1,1,0,1,0,0,1,0,0,0,"equal"
"881019-1050342",1,1,0,0,1,0,0,1,0,1,"equal"
"920415-1290968",1,0,1,1,1,0,0,0,0,1,"equal"
"690713-4113319",1,0,0,1,0,0,0,0,0,1,"equal"
"840309-1042319",0,0,0,1,0,1,1,1,1,1,"equal"
"851022-3386202",0,1,1,0,1,1,0,0,0,0,"equal"
"790414-2376680",0,1,0,1,1,1,0,0,0,1,"equal"
"540810-1443943",0,0,0,1,0,0,1,1,1,1,"equal"
"810306-1111459",0,1,1,1,0,1,1,0,0,0,"equal"
"770403-4097328",1,0,0,0,1,0,1,0,0,1,"equal"
"720119-2484335",0,1,0,1,1,1,1,1,1,1,"equal"
"560212-4203992",0,0,0,0,1,0,1,1,0,1,"equal"
"781005-3246479",1,1,1,0,0,0,1,0,1,1,"equal"
"880717-2120023",0,0,1,1,1,1,1,1,0,1,"equal"
"781106-2131872",0,1,1,0,0,1,1,1,0,1,"equal"
